review_token,Performance and Stability
"[14, 9, 7, 23, 36, 294, 32, 41, 642, 350, 8, 5, 298, 27, 154, 543, 17, 43, 350, 60, 34, 2025, 67]",0
"[37, 1, 3, 4, 25, 299, 4, 25, 22, 15, 1, 159, 2]",0
"[16, 18, 88, 389, 223, 9, 37, 54, 88, 1, 3, 90, 243, 148, 92, 5, 621, 20, 260, 126]",0
"[14, 46, 38, 3, 4, 179, 89, 193, 9, 162, 29, 10, 1074, 2085, 1074, 312, 28, 38, 1, 230, 32, 44, 81, 36]",0
"[163, 28, 26, 43, 4, 30, 109, 160, 1, 243, 29, 79, 68, 1, 103, 196, 290]",0
"[10, 55, 91, 2, 13, 7, 165, 16, 9, 5, 121, 23, 204, 18, 16, 131, 357, 638, 19, 651]",0
"[13, 29, 35, 87, 17, 26, 5, 567, 42, 280, 4, 75, 105, 28, 171, 156, 16, 223, 159, 2, 349]",0
"[4, 541, 413, 505, 1, 10, 167, 181, 4, 24, 259, 259, 167, 30, 7, 76, 16, 18, 96, 26, 5, 185, 1, 125, 167, 5, 42, 178, 90, 25, 20, 114, 171, 18, 96, 223]",0
"[40, 63, 107, 4, 35, 12, 6, 5, 475, 39, 59, 18, 252, 19, 208, 208, 30, 6, 5, 475]",0
"[32, 44, 21, 2, 70, 111, 28, 137, 11, 400, 180, 26, 70, 111]",0
"[32, 44, 21, 1658, 7, 806, 367, 45, 19, 7, 1, 3, 4, 75, 50, 12, 6, 38, 545, 7, 41, 4]",0
"[358, 18, 1, 304, 6, 279, 80, 31, 18, 140, 45, 28, 1429, 2, 13, 1, 103, 62, 21]",0
"[99, 14, 9, 40, 46, 363, 238, 28, 27, 30, 82, 79, 25, 97, 9, 82, 4, 50, 70, 363, 238]",0
"[109, 527, 41, 79, 34, 2, 68, 9, 29, 34, 4, 35, 38, 118, 27, 1025, 44, 433, 259, 45]",0
"[7, 34, 160, 20, 79, 160, 29, 214, 428, 1, 160, 170, 25, 69, 166, 28, 5, 115]",1
"[32, 226, 1, 255, 484, 65, 231, 341, 134, 354, 91, 210, 251, 296, 19, 2027, 20]",0
"[32, 5, 44, 7, 23, 64, 24, 12, 6, 5, 53, 56, 7, 9, 112, 1, 3, 32, 5, 44, 353, 8]",0
"[27, 14, 48, 2, 73, 23, 101, 523, 12, 34, 307, 951, 45, 679, 1, 3, 575, 170, 115, 65, 348, 285, 694, 13, 5, 907, 27, 60, 266, 7, 166, 18, 100, 24, 96, 89, 117, 248, 7, 135, 266, 26, 3, 5, 718]",0
"[40, 2, 35, 167, 27, 280, 10, 168, 56, 2, 24, 201, 248, 7, 505, 17, 90, 2, 56, 236, 613, 97, 17]",0
"[2, 233, 96, 6, 117, 248, 22, 107, 4, 259, 259, 105]",0
"[15, 603, 21, 64, 25, 37, 502, 15, 1, 23, 213, 6, 1358, 80, 148, 28]",0
"[46, 48, 9, 84, 5, 115, 28, 98, 7, 660, 3, 3, 803, 185, 7, 13, 546, 115, 28, 48, 442, 9, 84, 80, 80, 98]",0
"[14, 26, 3, 657, 388, 1492, 3, 119, 1097, 121, 4, 35, 1, 343, 65, 496, 62]",0
"[70, 131, 45, 111, 99, 4, 2, 68, 97, 1, 83, 110, 1, 230, 239, 4, 364, 41]",0
"[602, 328, 116, 2089, 522, 44, 177, 2, 863, 2090, 157, 541, 347, 226, 538]",0
"[7, 165, 1368, 177, 42, 390, 26, 185, 34, 191, 26, 42, 34, 1332, 769, 84, 10, 45, 157, 111, 99]",0
"[162, 86, 6, 11, 23, 4, 9, 1, 3, 65, 90, 90, 180, 48, 1398, 207, 147, 8, 6, 391, 5, 1388, 82, 10, 147, 8, 105, 1, 65, 90, 30, 76, 11]",0
"[40, 7, 165, 4, 25, 1, 3, 27, 29, 163, 28, 30, 109, 14, 19, 97, 40, 13, 37, 1, 3, 269, 26, 6, 3, 7, 36, 58]",0
"[131, 131, 213, 19, 1, 3, 101, 21]",0
"[31, 57, 9, 49, 20, 45, 121, 247, 320, 99, 7, 234, 481, 481, 47, 838, 598, 12, 56, 41, 63, 116, 173, 7, 620, 58, 62]",0
"[84, 53, 2, 87, 13, 18, 6, 31, 9, 118, 216, 459, 30, 109, 6, 647]",0
"[33, 162, 35, 848, 1, 3, 1660, 35, 5, 185, 63, 39, 35, 44, 1660, 35, 39, 10, 1168, 1660, 13, 56, 86, 1]",0
"[2, 1, 559, 45, 124, 1546, 180, 22, 159, 15, 20, 12, 97, 130, 236, 238, 28, 76, 44, 72, 358, 43, 2, 1, 492]",0
"[32, 5, 44, 168, 167, 30, 7, 4, 5, 202, 97, 20, 9, 4, 79, 5, 24, 70, 167]",0
"[172, 7, 3, 4, 25, 12, 7, 46, 9, 832, 46, 131, 131, 257, 82, 21, 735, 8]",0
"[225, 17, 126, 25, 1, 14, 167, 28, 244, 221, 16, 47]",0
"[242, 13, 105, 28, 1, 3, 152, 30, 109, 19, 191, 14, 9, 45, 1, 3, 4, 55, 188]",0
"[29, 27, 41, 25, 12, 10, 522, 8, 40, 522, 8, 511, 103, 157, 1430, 256, 47, 16, 38, 8]",0
"[160, 108, 14, 44, 9, 71, 260, 21, 417, 1555, 10, 253, 50, 3, 337, 77]",0
"[2, 8, 46, 45, 19, 45, 30, 99, 191, 6, 14, 9, 49, 46, 118, 32, 5, 44, 72]",0
"[274, 14, 79, 97, 181, 82, 15, 23, 186, 238, 8, 452, 163, 217]",0
"[44, 21, 7, 23, 4, 982, 1126, 45, 28, 54, 79, 47, 45, 28, 19, 126, 35, 47, 44, 21]",0
"[2, 174, 1, 38, 16, 76, 164, 587, 25, 22, 12, 1, 10, 1, 23, 34, 13, 2, 197, 20, 2, 5, 185, 118, 33]",0
"[2, 233, 6, 18, 57, 109, 191, 97, 4, 50, 37, 111, 28, 510, 233]",0
"[29, 27, 107, 4, 45, 28, 30, 90, 2, 12, 68, 338, 97, 97, 20, 99, 14, 505, 9, 148, 45]",0
"[13, 40, 35, 8, 1, 3, 6, 161, 80, 80, 92, 1, 3, 4, 67, 105, 8, 30, 248, 14, 14, 20, 1, 10, 355]",0
"[6, 11, 15, 32, 78, 139, 285, 49, 22, 145, 107, 15, 144, 1, 263, 263]",0
"[7, 46, 2, 13, 7, 46, 849, 945, 5, 93, 2092, 280, 239, 740, 271, 33, 83, 19, 478, 86, 216, 7, 32, 72, 101, 66, 945, 89, 1075, 2055, 41, 1663, 2093]",1
"[29, 70, 45, 63, 52, 7, 6, 5, 464, 41, 31, 18, 96, 9, 18, 8, 1, 59, 74]",0
"[274, 174, 28, 26, 43, 79, 50, 401, 1526, 43, 79, 25, 37, 97]",0
"[7, 6, 31, 18, 96, 9, 29, 45, 8, 19, 1, 59, 116, 383, 59, 7, 23, 4, 310, 346]",0
"[116, 26, 144, 204, 126, 79, 424, 91, 54, 8, 193, 28, 26, 4, 5, 24]",0
"[144, 986, 37, 70, 45, 82, 79, 21, 4, 55, 131, 131, 186, 1464, 25, 68]",0
"[70, 105, 28, 30, 1778, 14, 5, 2, 68, 20, 225, 17, 76]",0
"[126, 35, 33, 14, 73, 41, 42, 2094, 120, 78, 123]",1
"[150, 2, 13, 14, 9, 200, 598, 12, 110, 244, 105, 33, 105, 34, 191, 105, 34, 99, 944, 47, 105, 116, 5, 44, 19, 5, 115, 81, 36]",0
"[142, 115, 314, 1665, 164, 45, 28, 19, 44, 516, 12, 67]",0
"[75, 396, 167, 1303, 357, 474, 21, 18, 57, 49, 10, 99, 254, 2, 2095]",0
"[536, 35, 12, 6, 475, 166, 218, 26, 148, 48, 1, 334, 43, 803, 546]",1
"[39, 8, 12, 6, 5, 152, 157, 54, 3, 5, 4, 21, 32, 44, 21, 62, 3, 12, 6, 54, 3, 5, 4, 21, 26, 5, 1278, 7, 104, 58]",0
"[2, 8, 78, 14, 107, 4, 198, 10, 15, 142, 15, 213, 169]",0
"[5, 552, 39, 108, 55, 181, 12, 186, 55, 139, 6, 1009, 1, 1297, 43, 4, 12, 165, 37, 66, 12, 68, 12, 165, 4, 476]",0
"[122, 1, 150, 1130, 114, 263, 147, 69, 38, 345, 28, 121, 152]",0
"[284, 63, 813, 390, 239, 61, 7, 18, 29, 63, 1, 3, 90, 209, 12, 391, 291, 27, 891, 403, 301, 6, 148, 29, 1, 3, 64, 21, 209, 61, 43, 12, 391, 265, 81, 36]",0
"[33, 174, 86, 883, 921, 2035, 35, 763, 1, 3, 64, 93]",0
"[662, 1328, 8, 3, 5, 424, 39, 125, 511]",0
"[107, 4, 54, 79, 98, 75, 88, 389, 112, 363, 238, 35, 564, 16, 190]",0
"[126, 8, 14, 229, 832, 1962, 257, 434, 60, 99, 248, 157, 55, 51, 78, 243, 683, 94]",0
"[304, 13, 85, 156, 23, 4, 88, 389, 69, 31, 18, 1060, 365, 40, 1, 3, 5, 90, 2, 8, 129, 98]",0
"[115, 516, 69, 5, 42, 37, 63, 1, 3, 90, 26, 195, 39, 2097, 36, 243, 72]",0
"[41, 2, 8, 6, 14, 9, 10, 285, 8, 25, 12, 5, 108, 1, 424, 91, 587]",0
"[41, 328, 32, 365, 66, 42, 386, 1, 10, 271, 32, 5, 44, 21, 27, 81, 36]",0
"[69, 53, 48, 9, 61, 53, 2099, 6, 4, 5, 35, 13, 73, 94, 109, 124, 17, 208, 28, 178, 244, 1377, 163, 163, 137, 20, 615, 55, 752, 1, 615, 163, 163, 28, 13, 261, 161, 53, 1032, 243, 150, 1, 21, 70, 163, 116, 44, 2, 22, 12, 1667, 2099, 12, 68]",0
"[2, 476, 144, 31, 18, 57, 6, 102, 138, 181, 37, 285, 1, 101, 38, 1, 3, 4]",0
"[2, 33, 129, 9, 343, 5, 44, 60, 70, 363, 285]",0
"[532, 21, 84, 23, 392, 20, 89, 16, 9, 1390, 284, 2, 1471, 65, 750, 39, 260, 84, 6, 532, 49, 36, 15, 32, 44]",0
"[21, 211, 4, 50, 131, 146, 18, 57, 28, 1, 3, 5, 152, 21, 35]",0
"[174, 22, 105, 109, 14, 9, 92, 163, 28, 256, 11, 47]",0
"[29, 2, 8, 142, 5, 115, 1, 3, 77, 748, 118, 30, 24, 7, 6, 57, 290]",0
"[35, 7, 1, 3, 90, 25, 542, 114, 1, 3, 941, 30, 16, 6, 551, 80, 197, 49, 148, 47, 139, 69, 221]",0
"[1431, 15, 70, 111, 183, 202, 15, 49, 739, 4, 1, 67, 3, 270]",0
"[124, 86, 30, 70, 5, 115, 9, 167, 28, 299, 15, 97, 1165, 132, 132]",0
"[29, 63, 1, 3, 4, 66, 42, 12, 6, 151, 27, 6, 1, 14, 13, 2]",0
"[70, 38, 345, 121, 152, 147, 263, 32, 10, 44, 345, 8]",0
"[104, 329, 90, 2, 210, 214, 535, 1306, 72]",0
"[55, 368, 13, 2, 70, 257, 26, 204, 482, 85, 23, 4, 385, 458, 124]",0
"[2, 8, 667, 46, 208, 19, 28, 368, 180, 11, 57]",0
"[114, 23, 176, 22, 17, 432, 8, 6, 101, 362, 19, 523, 185, 181, 37, 275, 8, 200, 21]",0
"[5, 121, 23, 16, 112, 45, 30, 51, 6, 251, 52, 9, 1, 3, 101, 65, 16, 606, 32, 32, 36, 243, 210, 85, 51, 34, 52, 290, 16]",0
"[2, 250, 46, 45, 213, 169, 30, 99, 14, 11, 192, 43, 196, 217]",0
"[271, 289, 9, 25, 257, 85, 48, 30, 6, 16, 9, 174, 17, 38, 244, 43, 4]",0
"[14, 48, 2, 9, 70, 80, 26, 23, 4, 271, 25, 1, 10]",0
"[33, 1, 155, 323, 64, 79, 198, 118, 171, 6, 53]",0
"[172, 19, 14, 478, 1, 171, 19, 33, 14, 302, 10, 9, 92, 3, 4, 42]",1
"[29, 2, 24, 63, 105, 28, 19, 39, 89, 149, 21, 22, 15, 47]",0
"[13, 29, 27, 7, 23, 101, 951, 8, 1, 373, 373, 74, 33, 33, 74]",0
"[521, 145, 5, 318, 35, 119, 651, 30, 274, 248, 97]",0
"[124, 17, 16, 92, 9, 126, 33, 174, 54, 70, 45]",0
"[1046, 26, 90, 293, 67, 163, 23, 64, 47, 56, 30, 34, 191, 169]",0
"[2, 1, 83, 6, 34, 99, 92, 20, 45, 705, 507, 672, 161, 21, 65, 111, 95, 82, 4]",0
"[118, 86, 208, 28, 1160, 67, 30, 191, 97]",0
"[6, 31, 18, 267, 268, 82, 6, 59, 23, 4, 247, 75, 606, 37, 1, 3, 352, 29, 24, 13]",0
"[3, 4, 453, 73, 162, 126, 35, 87, 30, 63, 122, 192, 11, 2, 41, 4, 50]",0
"[216, 32, 960, 1670, 1121, 1, 10, 2102, 8, 5, 231, 7, 363, 1016, 13, 29, 73, 231, 24, 7, 20, 12, 1, 3, 363, 1670, 216, 32, 71, 5, 14, 21, 126, 84, 113, 229, 231, 7, 12, 1, 3, 64, 2102, 1121, 145, 231, 12, 68, 3, 1670, 40, 676, 7, 104, 81, 36, 2, 24, 6, 540, 212, 240, 372, 446, 374, 367, 7, 170, 24, 28, 260, 19, 107, 372, 12, 94, 39, 33, 505, 322, 535, 557]",1
"[32, 27, 44, 329, 4, 108, 5, 552, 157, 128, 61]",0
"[134, 155, 226, 5, 297, 9, 49, 78, 123, 25, 8]",1
"[2, 14, 177, 5, 202, 9, 12, 689, 29, 27, 40, 82, 23, 354, 1, 3]",0
"[247, 346, 70, 634, 5, 42, 6, 1099, 1178, 5, 24, 37, 207, 318, 282]",0
"[15, 22, 178, 46, 238, 35, 30, 109, 14]",0
"[2, 12, 14, 126, 35, 44, 1671, 457, 12, 204, 5, 403, 308, 269]",1
"[560, 45, 28, 363, 238, 363, 238]",0
"[22, 285, 25, 105, 28, 30, 109, 97]",0
"[29, 7, 6, 18, 96, 9, 276, 5, 184, 11, 45, 264, 138, 6, 78]",0
"[156, 5, 277, 13, 56, 2, 4, 259, 105, 28, 434, 60, 204, 18, 12, 377, 80, 27, 26, 10, 58, 338, 156, 36, 58]",0
"[107, 15, 502, 1, 3, 5, 152, 6, 566, 117, 339, 302, 1, 96, 1, 148, 47, 15, 8, 502]",0
"[14, 189, 478, 73, 162, 39, 31, 18, 21, 26, 23, 4, 66, 687]",1
"[7, 36, 58, 62, 570, 7, 1, 3, 4, 66, 55, 188, 89, 120, 420, 36, 372, 347, 3, 4, 79, 89, 463, 120, 81, 36]",0
"[74, 17, 358, 23, 4, 181, 57, 93, 390, 56, 2, 68, 6, 583, 22, 57, 21, 1785, 17, 2, 103, 370]",0
"[82, 147, 263, 1, 3, 236, 55, 39, 31, 27, 32, 85, 210, 132]",0
"[173, 27, 61, 9, 109, 5, 344, 7, 14, 37, 105, 67, 17, 28, 82, 354, 47, 37, 45]",0
"[22, 285, 177, 547, 149, 30, 99, 14, 19, 46, 45, 39, 19, 1937, 17, 1281]",0
"[2, 1, 145, 23, 4, 66, 149, 1, 3, 32, 12, 61, 53, 84, 5, 53, 13, 2, 87]",0
"[32, 44, 285, 8, 107, 4, 502, 28]",0
"[33, 1268, 41, 274, 8, 30, 7, 34, 191]",0
"[45, 28, 131, 35, 257, 169, 30, 99, 505, 427, 17]",0
"[14, 456, 26, 23, 4, 1082, 25, 5, 42, 12, 22, 193, 3, 5, 149, 21, 9, 22, 15]",1
"[81, 36, 6, 849, 294, 7, 41, 298, 329, 1333, 357, 19, 81, 36, 47, 41, 950, 12, 6, 240, 170, 24, 122, 612]",1
"[22, 15, 19, 388, 19, 15, 8, 28, 28, 45, 339, 27, 6, 7, 197, 20, 228, 851]",0
"[6, 16, 37, 1, 3, 4, 75, 203, 112, 357, 38, 111, 352]",0
"[44, 21, 132, 107, 144, 15, 334, 109, 45, 55, 13, 852, 2104, 1626, 417, 4, 89, 220, 21, 19, 4, 15, 21, 1, 519, 76, 4, 5, 35, 58]",0
"[147, 403, 1, 3, 5, 4, 149]",0
"[70, 111, 30, 274, 311, 11, 16, 47, 9, 1, 3, 43, 4, 50, 256, 11, 1, 3, 337, 183, 44, 62, 284]",0
"[30, 6, 16, 88, 9, 37, 35, 1, 3, 5, 152, 150, 43, 74, 39, 28, 5, 44]",0
"[162, 8, 120, 143, 1, 10, 78, 123, 109, 160, 70, 257, 257, 108, 8, 416, 71, 123, 19, 44, 109, 8]",0
"[187, 6, 11, 1776, 43, 4, 75, 203, 13, 6, 182, 65, 332, 493, 9, 2105, 47, 395, 187, 24, 14, 82, 5, 621, 239, 1, 125, 5, 24, 187, 223, 348, 32, 38, 66, 267, 187]",0
"[187, 6, 16, 75, 203, 299, 23, 4, 54, 198, 45, 30, 6, 34, 126, 189, 12, 879, 32, 44]",0
"[250, 17, 6, 11, 12, 88, 34, 815, 20, 145, 5, 275, 1, 10, 18, 55, 55, 320, 164, 262, 456, 55, 225, 56, 13, 2, 118, 21, 82, 31, 18, 361, 47, 148, 1, 3, 59, 250]",0
"[126, 189, 12, 478, 7, 216, 41, 25, 25, 717, 5, 115, 461, 956, 25, 828, 415]",1
"[6, 11, 41, 38, 1086, 96, 41, 4, 310, 346, 5, 403, 9, 1, 3, 90, 536, 180, 7, 1371, 277]",0
"[14, 48, 9, 70, 208]",0
"[250, 7, 6, 57, 9, 70, 131, 131, 2, 690, 169, 19, 1, 3, 101, 21, 235, 101, 30, 99, 160]",0
"[173, 58, 62, 27, 60, 115, 12, 242, 2, 35, 1, 311, 70, 111, 19, 1049, 149, 116, 41, 44]",0
"[2, 1, 77, 279, 80, 23, 354, 1, 3, 30, 297, 2, 12, 68, 97, 616]",0
"[41, 108, 75, 33, 174, 972, 175, 35, 384, 384, 33, 174, 74, 76, 95]",0
"[14, 9, 29, 475, 1, 3, 356, 575, 65, 162, 86, 30, 34, 96]",0
"[7, 320, 60, 248, 118, 54, 75, 486, 1, 3, 90, 234, 54, 42, 68, 97, 20, 1523, 26, 10, 1138, 553, 50, 68, 434, 1, 3, 90, 47]",0
"[51, 171, 17, 53, 2, 13, 51, 135, 6, 354, 19, 6, 101, 51, 9, 92, 20, 1, 3, 101, 29, 48, 2, 13, 26, 195, 355, 1, 6, 5, 43]",0
"[6, 176, 18, 192, 1, 3, 4, 324, 374, 8, 38, 111, 113, 66, 8, 342]",0
"[108, 70, 312, 30, 117, 49, 22, 121, 547, 378, 526, 12, 7, 34, 5, 275, 248, 1, 10, 367, 320, 26, 7, 547, 378, 24, 320, 23, 5, 275, 55, 27, 392, 20, 1, 31, 18, 12, 223, 94]",0
"[105, 28, 30, 34, 191, 90, 202, 1006, 97, 20, 1, 83, 17, 13, 2]",0
"[32, 383, 631, 285, 8, 29, 247, 127, 45, 264, 247, 12, 68, 1, 45, 26, 1, 51, 28, 240, 58]",0
"[7, 53, 7, 218, 21, 1, 77, 2, 23, 4, 50, 127, 20, 114, 39, 16, 183, 2, 14, 2, 87, 118, 45, 66, 42, 126, 87]",0
"[2, 22, 15, 82, 15, 8, 342, 45, 448, 448, 62, 12, 23, 53]",0
"[7, 1, 678, 1213, 5, 99, 7, 157, 2, 8, 7, 34, 99, 311, 1, 56, 191, 167, 8, 216, 459]",0
"[125, 22, 15, 103, 4, 42, 15, 5, 968, 21, 153, 4, 149, 80, 352]",0
"[107, 4, 54, 50, 5, 301, 198, 10, 111, 146, 16, 98]",0
"[35, 159, 1, 83, 17, 145, 82, 23, 336, 287, 37, 287, 508, 12, 186, 82, 698, 920, 690, 1, 3, 110, 436]",0
"[1, 83, 17, 70, 45, 4, 127, 39, 11, 250, 183, 11, 71, 44, 13, 56, 20, 1, 10, 390, 8, 253, 50, 130, 419, 143, 386, 907]",0
"[2, 14, 749, 208, 204, 209, 47, 33, 1334, 172, 158, 338]",1
"[74, 2, 233, 118, 26, 61, 11, 3, 289, 26, 6, 11, 37, 208]",0
"[2, 480, 6, 31, 18, 9, 45, 19, 1, 1528, 256, 31, 57, 47, 43, 12, 68, 13, 2, 480]",0
"[30, 99, 14, 9, 105, 28, 139, 15, 46, 651]",0
"[329, 713, 674, 5, 93, 535, 1, 10, 132, 32, 104, 329, 213, 5, 93, 535]",0
"[2, 122, 273, 62, 11, 151, 52, 63, 141, 23, 4, 54, 79, 1, 3]",0
"[76, 16, 45, 126, 174, 111, 28, 1, 255, 319, 280, 16, 157, 573, 180]",0
"[33, 273, 41, 16, 96, 43, 4, 50, 453, 11, 6, 5, 199, 9, 112, 45, 146, 34, 184, 11, 68, 30, 6, 93, 9, 49, 45]",0
"[103, 852, 99, 13, 2, 5, 110, 87, 2108, 6, 182, 4, 35, 153, 3, 236, 613, 950, 181, 82, 342, 37, 432, 99, 2108, 5, 136, 99, 14, 20]",0
"[2, 2109, 1, 83, 95, 73, 23, 270, 65, 322, 12, 61, 95, 4, 20, 651, 5, 463, 15, 95, 1433, 690, 1433, 690, 651, 20, 28, 24, 2109, 12, 83, 259, 190]",0
"[2, 87, 110, 225, 131, 131, 257, 55, 55, 118, 30, 117, 22, 19, 109, 160]",0
"[7, 23, 2110, 35, 1, 3, 28, 65, 626, 8, 47, 1, 3, 139, 329, 2110, 35, 8, 398]",0
"[29, 70, 45, 48, 32, 5, 44, 72, 379]",0
"[2, 43, 130, 195, 1, 126, 29, 107, 4, 528, 276, 5, 801, 105, 67, 17, 113, 1224, 558, 2111]",0
"[2, 603, 4, 79, 50, 401, 20, 1, 3, 618, 20, 98, 23, 4, 127, 20, 114, 17]",0
"[6, 16, 40, 49, 208, 117, 546, 16, 252, 6, 90, 2, 12, 68, 97]",0
"[7, 6, 11, 57, 18, 9, 35, 1, 3, 163, 93, 66, 32, 841, 212]",0
"[2, 27, 33, 14, 3, 64, 24, 120, 42, 12, 137, 165, 135, 158, 27, 44, 258, 39, 17, 53, 27, 581, 81, 36, 173, 2, 24, 27, 5, 90, 9, 40, 1, 3, 27, 29, 165, 17, 4]",0
"[29, 142, 69, 37, 1, 3, 5, 152, 56, 86]",0
"[51, 33, 74, 91, 2, 12, 63, 15, 1318, 80, 142, 64, 15, 40, 37, 105, 28, 1, 3, 90, 21, 263, 25, 32, 72, 378, 1232, 134, 15, 20, 498, 15, 153, 1, 45, 196, 2, 85, 23, 4, 26, 144, 64, 15, 40, 37, 105, 282, 26, 5, 1049, 149, 2, 25, 80, 1, 3, 89, 220, 21, 212, 15, 21, 124]",0
"[1676, 15, 22, 17, 13, 4, 15, 55, 528, 19, 70, 208, 5, 318, 25, 8]",0
"[44, 21, 72, 145, 21, 211, 4, 131, 45, 30, 191, 95, 2114, 19, 97, 20, 19, 15, 492, 111, 17, 190]",0
"[1375, 1, 630, 15, 47, 22, 17, 22, 25, 12, 1, 10, 1505, 130, 8, 162, 17, 30, 763, 266, 423]",0
"[108, 50, 157, 387, 1, 3, 108, 39, 16, 299, 6, 11, 16, 92, 1, 5, 108, 74, 76, 443, 431, 213, 262, 43, 16]",0
"[352, 85, 13, 21, 131, 2, 42, 45, 1549, 923, 30, 5, 185, 97, 20, 455, 446, 27, 32, 72, 379, 41, 446]",0
"[44, 45, 271, 121, 1065, 49, 61, 10, 44, 772, 21, 38, 58]",0
"[208, 19, 118, 247, 1138, 553, 1, 66, 37, 108, 149, 553, 68, 5, 152, 124]",0
"[4, 54, 114, 17, 163, 1, 83, 9, 82, 15, 97, 150, 6, 1915, 80, 213, 101, 49, 56, 20]",0
"[6, 14, 9, 150, 168, 99, 8, 99, 7, 1, 363, 238, 245, 20, 9, 82, 7, 4, 24, 24, 8, 105, 28]",0
"[24, 33, 232, 9, 121, 7, 21, 4, 40, 7, 131, 131, 146, 115, 30, 69, 20, 5, 115, 32, 44, 24]",0
"[26, 21, 4, 99, 70, 45, 30, 109, 14]",0
"[189, 6, 14, 73, 239, 101, 2, 293, 118, 30, 117, 22, 69, 31, 37, 434, 343, 260, 21, 55, 103, 12, 1619]",0
"[81, 36, 17, 60, 42, 697, 56, 386, 104, 9, 32, 2, 35, 848, 461, 658, 42, 834, 5, 631, 10, 168, 56, 209, 2073, 12, 1, 23, 152, 32, 5, 907]",0
"[7, 6, 11, 41, 31, 18, 96, 9, 37, 45, 138, 7, 5, 102, 18, 96, 7, 235]",0
"[140, 13, 22, 285, 8, 30, 202, 97, 9, 29, 79, 1, 289, 56, 86]",0
"[29, 82, 4, 54, 79, 2, 35, 8, 112, 213, 169, 30, 117, 18, 7, 49, 22, 97, 616, 173, 51, 36, 200, 58]",0
"[45, 679, 549, 256, 16, 74, 21, 4, 131, 131, 45, 256, 31, 18, 416, 357, 14, 9, 234, 45, 416, 4, 127, 97]",0
"[63, 1, 3, 21, 4, 209, 12, 6, 151, 30, 94, 12, 524, 89, 42, 16, 322, 7]",0
"[7, 36, 62, 26, 76, 1, 21, 82, 15, 269, 7, 104, 65, 19, 116, 43, 450, 56, 27, 153, 366, 124, 4, 153, 3, 71, 211, 91, 2, 281]",0
"[2, 1, 83, 105, 125, 67, 7, 161, 101, 65, 231, 67, 9, 1, 3, 105, 67, 19, 219, 235]",0
"[299, 66, 94, 28, 12, 152, 149, 181, 37, 1, 3, 21, 113, 63, 570, 813]",0
"[2, 8, 14, 9, 29, 7, 26, 700, 35, 5, 2, 13, 29, 1, 3, 5, 152, 35, 8, 32, 5, 44]",0
"[40, 63, 1, 3, 43, 4, 25, 27, 274, 7, 6, 14, 32, 72, 5, 44]",0
"[4, 939, 332, 1020, 3, 299, 130, 332, 686, 238, 171, 730, 26, 23, 110, 2, 94, 5, 198, 505, 13, 194, 165, 4, 130, 130, 295, 558, 228, 4, 300, 68]",0
"[171, 6, 16, 92, 20, 1, 3, 4, 66, 50, 12, 6, 151]",0
"[90, 5, 82, 76, 16, 57, 23, 4, 333, 242, 147, 37, 45, 53, 2, 82, 713, 13, 67, 17, 597, 827, 21]",0
"[7, 6, 176, 18, 268, 267, 9, 29, 82, 4, 50, 37, 35, 45, 355, 124, 13, 338]",0
"[99, 14, 4, 54, 163, 28]",0
"[5, 283, 300, 1, 3, 27, 28, 26, 23, 4, 39, 31, 1264, 62, 222, 141, 195, 1, 10, 12, 100]",0
"[76, 14, 9, 22, 25, 130, 21, 737, 8, 1248, 157, 1434, 5, 1435, 1282, 56, 32, 5, 164, 3, 164, 587, 25]",0
"[1, 83, 76, 11, 126, 79, 50, 103, 148, 45, 28, 22, 47, 12, 38, 228, 95, 20]",0
"[7, 46, 2, 13, 201, 189, 150, 83, 321, 112, 24, 26, 3, 18, 252, 293, 5, 78, 326, 201, 22, 17, 464, 252, 81, 36]",0
"[6, 16, 6, 11, 619, 4, 1173, 275, 18, 61, 59, 899, 81, 36, 22]",0
"[673, 242, 147, 5, 1812, 479, 45, 1, 3, 5, 336, 6, 319, 149, 2, 49, 92, 1, 948]",0
"[79, 46, 45, 4, 35, 238, 202, 413, 97, 30, 231, 76, 57, 1, 83, 17, 21, 4, 127, 50, 37, 111, 20]",0
"[7, 165, 1984, 699, 2, 13, 150, 33, 155, 33, 97, 86, 41, 4, 66, 54, 439]",1
"[2, 13, 195, 33, 14, 9, 126, 35, 8, 33, 722, 19, 116, 5, 78, 696, 26, 3, 5, 438, 696, 84, 696, 94, 338, 722, 26, 5, 322, 126, 879, 696, 84]",0
"[109, 14, 99, 14, 9, 4, 75, 200, 111, 28, 26, 196, 38, 244, 43, 16]",0
"[2118, 38, 1, 3, 64, 922, 264, 55, 16, 38, 1, 3, 4, 209, 12, 6, 65, 151]",0
"[2, 8, 259, 257, 111, 17, 194, 21, 4, 44, 72, 135, 162, 6, 16, 192]",0
"[992, 387, 1157, 22, 12, 164, 54, 79, 181, 13, 37, 1, 3, 352, 2, 55, 368, 13, 197]",0
"[122, 65, 136, 40, 122, 174, 27, 685, 2, 8, 30, 109, 191, 44, 20, 28, 109, 185, 47, 44, 20, 40, 1, 3, 5, 77, 27, 685, 2, 116]",0
"[29, 104, 2119, 13, 2, 109, 254, 9, 105, 104, 15, 259, 186, 1034]",0
"[32, 72, 145, 1, 3, 43, 152, 120, 717, 56, 25, 1118, 1636, 351, 8, 1, 298, 5, 300, 281, 85, 72, 32, 44]",0
