review_token,aspects
"[965, 108, 42, 29, 5, 175, 74]","[1, 0, 0, 1]"
"[14, 73, 22, 15, 56, 111, 30, 99, 261, 14]","[1, 0, 1, 1]"
"[33, 14, 201, 3, 199, 31, 222, 151, 52]","[0, 1, 0, 1]"
"[2, 70, 502, 280, 82, 316, 147, 32, 44]","[1, 0, 0, 1]"
"[429, 174, 1, 255, 172, 53, 13, 2, 114, 20, 228, 14, 183, 258, 53, 14, 93, 25, 10, 89, 214, 2, 13, 87, 174, 21]","[0, 0, 1, 1]"
"[3, 17, 43, 12, 1, 619, 64, 509, 415, 10, 42, 38, 92, 3, 4, 10, 136]","[0, 0, 1, 1]"
"[6, 799, 16, 52, 6, 78, 9, 49, 146, 799, 19, 1, 3, 4, 209, 54, 224, 52, 156, 1932]","[0, 1, 0, 0]"
"[7, 1, 1652, 18, 16, 96, 473, 131, 131, 211, 20, 236, 102, 138]","[0, 1, 0, 0]"
"[33, 111, 15, 28, 78, 230]","[0, 0, 1, 1]"
"[29, 7, 6, 16, 138, 6, 102, 9, 61, 57]","[0, 1, 0, 0]"
"[2, 8, 14, 17, 93, 25, 10, 1, 885, 26, 137, 4, 8]","[1, 0, 1, 1]"
"[14, 17, 2, 8, 158, 8, 160, 76, 12, 749, 64, 42, 157, 355, 409, 8, 183, 53, 2, 35, 20]","[0, 0, 0, 1]"
"[2, 500, 6, 16, 49, 20, 10, 15]","[0, 0, 1, 1]"
"[24, 122, 128, 122, 87, 11, 9, 10, 279, 66, 12, 39, 11, 21]","[0, 1, 0, 1]"
"[4, 50, 384, 384, 466, 2, 1, 711]","[1, 0, 0, 0]"
"[33, 14, 9, 178, 41, 66, 54, 5, 1059, 293, 2158, 2158]","[1, 0, 0, 1]"
"[87, 17, 29, 27, 112, 105, 150, 72, 2, 8, 153, 22, 12, 77, 47]","[1, 0, 0, 1]"
"[242, 13, 70, 111, 7, 36, 58, 62, 27, 113, 224, 514, 38, 1, 2159, 4, 50]","[1, 0, 0, 1]"
"[30, 99, 1, 254, 9, 163, 28, 1, 3]","[1, 0, 0, 0]"
"[33, 33, 33, 180, 750, 96, 69, 59, 142, 279, 128, 31, 19, 33, 1, 784, 41, 77]","[0, 1, 0, 1]"
"[29, 469, 42, 1, 3, 79, 21, 5, 2, 13, 27]","[0, 0, 1, 0]"
"[2, 13, 14, 17, 22, 25, 47, 19, 26, 258, 1, 23, 22, 15, 258, 34, 488, 157, 57, 27, 38, 84, 26, 22, 15, 9, 1, 488]","[0, 0, 1, 1]"
"[29, 27, 11, 214, 141, 1, 177, 12, 62, 37, 6, 10, 104, 871, 113, 205]","[0, 1, 0, 0]"
"[6, 11, 57, 49, 20, 87, 103, 196, 12, 43, 865, 74]","[0, 1, 0, 1]"
"[2, 13, 33, 555, 376, 26, 4, 253, 50, 760, 17]","[0, 0, 0, 1]"
"[2, 22, 15, 265, 1428, 229, 279, 182]","[0, 0, 1, 0]"
"[22, 25, 12, 57, 594, 594, 92, 198, 16, 56, 20, 103, 5, 42]","[0, 1, 0, 0]"
"[231, 6, 88, 9, 49, 198, 4, 15, 35, 8, 1, 166, 4, 47]","[1, 0, 1, 0]"
"[212, 246, 77, 24, 286, 76, 158]","[0, 0, 0, 1]"
"[7, 273, 121, 199, 11, 184, 11, 1, 10, 593, 231, 157, 52]","[0, 1, 0, 0]"
"[82, 64, 330, 8, 221, 9, 82, 5, 1080, 2160, 330, 8]","[0, 0, 1, 0]"
"[190, 2161, 2, 398, 259, 285, 30, 248, 97, 454, 71, 14, 621]","[1, 0, 0, 1]"
"[6, 11, 15, 388, 1694, 107, 79, 198, 168, 28]","[1, 1, 1, 0]"
"[470, 7, 77, 67, 2, 35, 13, 29, 63, 1, 103, 62, 39, 57, 62, 69, 3, 43, 4, 54, 664, 623, 62, 73, 4, 15, 217, 43, 4, 54, 664, 93, 120, 42, 19, 63, 29, 39, 11]","[0, 1, 0, 0]"
"[6, 11, 287, 88, 9, 1, 59, 5, 2]","[0, 1, 0, 0]"
"[67, 40, 11, 27, 1246, 48, 135, 6, 34, 252, 49, 34, 52, 21, 38, 244, 6, 14, 30]","[0, 1, 0, 1]"
"[26, 194, 856, 1, 442, 34, 13, 201, 1, 3, 4, 54, 50, 5, 301, 26, 228, 869, 57]","[0, 1, 0, 0]"
"[2, 190, 6, 176, 16, 37, 1, 3, 4, 310, 486]","[0, 1, 0, 1]"
"[2, 33, 555, 506, 12, 43, 2]","[0, 0, 0, 1]"
"[118, 17, 2, 43, 4, 35, 30, 57, 256]","[1, 0, 0, 1]"
"[84, 53, 269, 171, 2, 1, 559, 110, 932, 77]","[0, 0, 0, 1]"
"[115, 292, 19, 25, 837, 12, 69, 72, 84, 12, 1558, 19, 84, 36, 95, 115, 25, 661, 160]","[0, 0, 1, 0]"
"[107, 4, 24, 279, 147, 119, 146, 18, 57, 884, 21]","[0, 1, 0, 0]"
"[2, 1, 77, 6, 11, 22, 15, 21]","[0, 1, 1, 1]"
"[123, 48, 66, 938, 9, 40, 51, 165, 4, 1406, 2005, 470, 533, 40, 1, 3, 37, 5, 65, 66, 42, 12, 68, 442, 216, 32, 1, 94, 29, 27]","[1, 0, 1, 0]"
"[71, 14, 26, 108, 50, 1596, 153, 71, 1645]","[1, 0, 0, 0]"
"[2, 1, 3, 90, 101, 869, 41, 354, 188, 112, 235]","[1, 0, 0, 0]"
"[33, 246, 3, 4, 50, 75, 890, 12, 63, 114, 66, 42, 401]","[0, 0, 1, 0]"
"[15, 186, 107, 182, 33, 111, 69, 115, 90, 37, 104, 44, 37, 104, 124, 15]","[0, 0, 1, 1]"
"[15, 8, 1, 640, 26, 240, 15, 94, 629, 20]","[0, 0, 1, 0]"
"[158, 232, 17, 106, 19, 22, 204, 395, 89, 232, 113, 720, 766, 14]","[0, 0, 1, 1]"
"[60, 4, 50, 39, 11, 6, 31, 18, 248, 49, 146, 11]","[0, 1, 0, 1]"
"[7, 5, 277, 5, 2, 13, 7, 6, 31, 303, 6, 5, 52, 7, 9, 1, 101, 896, 471, 7, 6, 31, 9, 1, 101, 262, 94, 32, 98, 5, 864, 71, 263, 13, 2, 1441]","[0, 1, 0, 1]"
"[31, 18, 113, 726, 92, 1, 3, 4, 267]","[0, 1, 0, 0]"
"[29, 63, 16, 24, 57, 1, 10, 307, 953, 122, 1, 306, 20]","[0, 1, 0, 0]"
"[2, 584, 18, 69, 20, 31, 437, 1, 3, 59, 635, 4, 324]","[0, 1, 0, 1]"
"[33, 14, 73, 22, 15, 6, 177, 42, 150, 53, 20]","[0, 0, 1, 1]"
"[14, 17, 13, 2, 7, 113, 31, 18, 88, 223, 9, 847, 899]","[0, 0, 0, 1]"
"[35, 219, 53, 70, 1, 3, 152, 9, 910, 48, 160]","[1, 0, 0, 0]"
"[1, 3, 4, 54, 387, 256, 53, 197, 224]","[0, 0, 1, 1]"
"[14, 8, 43, 567, 42, 43, 185, 118, 124, 26, 54, 50]","[1, 0, 0, 0]"
"[2, 44, 3, 38, 316, 42, 344, 121, 5, 283]","[0, 0, 0, 1]"
"[2, 24, 1, 177, 220, 1100, 186, 93, 3, 5, 90, 748, 100, 9, 63, 275, 93, 10, 5, 24, 2162, 2162, 100, 12, 10, 93, 6, 57, 11, 12, 1, 278, 227, 2163, 20, 290]","[0, 1, 0, 0]"
"[29, 7, 1, 3, 336, 35, 30, 6, 31, 18, 96, 113, 393, 80, 49, 1, 3, 5, 336, 32, 83]","[1, 0, 0, 0]"
"[29, 91, 2, 35, 7, 6, 16, 9, 1, 3, 4, 396, 75]","[0, 1, 0, 0]"
"[29, 7, 23, 16, 1, 3, 30, 7, 47, 6, 286, 327, 52, 9, 92, 20, 1, 3]","[0, 1, 0, 0]"
"[40, 131, 131, 1, 3, 77, 27, 30, 61, 97]","[1, 0, 0, 0]"
"[6, 16, 92, 5, 49, 15, 56, 168, 99, 28]","[1, 0, 1, 0]"
"[22, 285, 19, 2, 1, 177, 5, 15]","[1, 0, 0, 1]"
"[2, 70, 45, 30, 99, 550, 14, 44, 408, 72]","[1, 0, 0, 1]"
"[15, 125, 70, 28, 15, 47, 238]","[1, 0, 1, 0]"
"[22, 15, 19, 330, 15, 33, 67]","[0, 0, 1, 0]"
"[2, 14, 9, 7, 23, 4, 50, 66, 40, 1, 3, 27]","[1, 0, 0, 1]"
"[6, 16, 9, 208, 28, 74, 48, 299, 15, 97, 1695, 259, 105, 679, 30, 109, 160, 26, 512, 196, 338, 173, 20, 27, 26, 22, 12, 513, 174]","[1, 0, 0, 1]"
"[105, 19, 112, 312, 30, 6, 16, 19, 99, 14]","[1, 0, 0, 0]"
"[3, 4, 292, 415, 89, 136]","[0, 0, 1, 0]"
"[154, 26, 3, 1235, 84, 67, 67, 207, 391, 67, 17]","[1, 0, 0, 0]"
"[67, 17, 115, 70, 45, 30, 99, 14]","[1, 0, 0, 0]"
"[167, 28, 30, 99, 76, 106, 197, 20, 98, 2, 1, 77]","[1, 0, 0, 1]"
"[116, 10, 44, 152, 35, 8, 67, 17]","[1, 0, 0, 0]"
"[111, 28, 82, 21, 79, 304, 11, 192, 192, 256]","[1, 0, 0, 1]"
"[294, 20, 159, 24, 607, 255, 16, 88, 453, 76, 110, 141, 23, 4, 38, 141, 67, 215, 141, 12, 365, 23, 4, 949, 89, 24, 183, 164, 12, 1, 141, 34, 341, 244, 38, 53, 24, 1, 77, 39, 16, 62]","[0, 1, 0, 1]"
"[226, 297, 126, 189, 14, 12, 83, 33, 232]","[1, 0, 0, 1]"
"[2, 13, 48, 14, 322, 258, 12, 275, 22, 15, 258, 16, 20]","[0, 0, 0, 1]"
"[7, 46, 2, 13, 14, 3, 4, 25, 19, 520, 555, 86]","[0, 0, 1, 1]"
"[2, 78, 14, 38, 488, 1, 23, 221, 37, 221]","[0, 1, 0, 1]"
"[6, 31, 18, 303, 9, 92, 1, 3, 4, 287, 303]","[0, 1, 0, 0]"
"[6, 96, 49, 15, 139, 15, 8, 22]","[0, 0, 1, 0]"
"[2, 103, 500, 118, 23, 59, 18, 114, 86]","[1, 1, 0, 1]"
"[2, 8, 150, 14, 9, 63, 59, 18, 1, 3, 11, 151, 52]","[0, 1, 0, 1]"
"[22, 15, 19, 105, 125, 70]","[1, 0, 1, 0]"
"[49, 22, 15, 9, 107, 80, 8, 5, 146, 115]","[1, 0, 1, 0]"
"[15, 8, 22, 19, 178, 24, 8, 105, 1, 3, 5, 4, 21]","[1, 0, 1, 0]"
"[33, 74, 7, 6, 31, 18, 551, 80, 9, 1, 59]","[0, 1, 0, 1]"
"[6, 16, 49, 10, 15, 283, 245]","[0, 0, 1, 1]"
"[410, 8, 1, 111, 22, 15, 16, 192, 45, 813, 1390]","[1, 1, 1, 1]"
"[250, 1, 3, 115, 303, 38, 244, 76, 56, 2, 8]","[1, 0, 0, 1]"
"[29, 48, 39, 16, 62, 82, 4, 25, 3, 1, 39, 997, 62, 181, 82, 23, 4, 50, 39, 11]","[0, 1, 0, 0]"
"[233, 2, 13, 99, 311, 188, 46, 45]","[1, 0, 0, 1]"
"[40, 1, 3, 31, 18, 27, 30, 6, 10, 52, 8]","[0, 1, 0, 0]"
"[14, 106, 26, 3, 107, 5, 115, 18, 16, 12, 69, 31, 84, 175]","[1, 0, 0, 1]"
"[1017, 46, 924, 623, 875, 211, 20, 2164, 12, 16, 28, 108, 47, 70, 45, 26, 103, 196, 28, 422, 1696, 16, 21, 328, 560]","[1, 0, 0, 1]"
"[52, 6, 102, 9, 18, 1, 59, 174, 86, 2]","[0, 1, 0, 0]"
"[294, 20, 22, 25, 8, 76, 269, 26, 76, 22, 135, 211, 26, 31, 18, 25, 8]","[0, 0, 1, 0]"
"[27, 2, 259, 259, 257, 1, 243, 29, 47, 1, 3, 5, 90]","[1, 0, 0, 0]"
"[55, 161, 79, 42, 401, 34, 11, 164, 392, 17]","[0, 1, 0, 0]"
"[29, 63, 1, 3, 11, 16, 34, 52, 32, 132]","[0, 1, 0, 0]"
"[439, 17, 2, 8, 43, 4, 47, 1, 363, 238]","[1, 0, 0, 1]"
"[7, 1, 46, 15, 32, 15, 55, 188, 84, 101, 5, 231, 7]","[0, 0, 1, 0]"
"[78, 155, 201, 70, 45, 22, 15, 47]","[1, 0, 1, 1]"
"[1, 711, 70, 38, 238, 312, 484, 171, 16]","[1, 0, 0, 1]"
"[29, 39, 11, 19, 483, 32, 44, 13, 153, 366, 3, 4, 54]","[1, 1, 0, 0]"
"[256, 11, 9, 1, 3, 119, 59, 74, 427]","[0, 1, 0, 1]"
"[85, 48, 6, 31, 40, 57, 37, 1, 3, 52, 6, 102, 32, 72]","[0, 1, 0, 0]"
"[29, 48, 2, 35, 70, 212, 144, 117, 69, 20, 53, 35, 6, 318, 728, 20, 6, 98, 2165, 20, 2, 13, 1079, 49, 117]","[1, 0, 0, 1]"
"[2, 24, 195, 415, 322, 7, 60, 3, 4, 42, 151, 185, 918, 10, 248, 27, 434, 1280, 20, 676, 43, 2, 24, 81, 36, 24]","[0, 0, 0, 1]"
"[53, 2, 24, 60, 165, 1259, 4, 528, 157, 340, 403, 12, 76, 67, 9, 37, 1686, 318, 318, 13, 2, 1655, 403, 135, 9, 103, 1, 358, 17, 294, 20, 27, 26, 195, 89, 220, 1, 358, 10, 263, 27, 6, 1, 255, 10, 707, 89, 214, 318, 318, 225, 51, 431, 10]","[0, 0, 1, 1]"
"[184, 11, 52, 293, 141, 434, 7, 12, 61, 245]","[0, 1, 0, 0]"
"[71, 46, 34, 12, 626, 26, 34, 2, 163, 163, 28, 67]","[1, 0, 0, 0]"
"[32, 15, 8, 218, 27, 32, 107, 397, 182, 213, 15, 8]","[0, 0, 1, 0]"
"[145, 23, 4, 35, 12, 6, 108, 5, 202, 20, 198, 64, 2166, 8, 183, 4, 202, 1, 141, 119, 760, 98, 13, 6, 15, 67, 39, 11, 21]","[0, 1, 1, 0]"
"[6, 31, 18, 281, 6, 780, 474, 13, 9, 1, 3, 4, 124]","[0, 1, 0, 1]"
"[2, 114, 289, 41, 799, 18, 20, 114, 216, 459]","[1, 0, 0, 0]"
"[282, 5, 115, 38, 114, 43, 16, 515, 112, 235]","[1, 0, 0, 0]"
"[6, 11, 18, 37, 1, 3, 64, 364, 180, 432, 111, 28, 171]","[1, 0, 0, 1]"
"[30, 112, 16, 153, 1, 193, 54, 385, 738, 299, 1442, 1383, 236, 37, 1, 3, 5, 90, 30, 49, 10, 18, 57, 6, 5, 197, 101, 21, 92, 20]","[1, 0, 0, 0]"
"[4, 5, 185, 97, 616, 121, 484, 65, 42, 105, 28]","[1, 0, 0, 0]"
"[455, 41, 31, 18, 8, 6, 10, 402, 414, 9, 1, 3, 5, 59]","[0, 1, 0, 0]"
"[6, 31, 18, 57, 43, 4, 9, 1, 3, 4, 29, 27]","[0, 1, 0, 0]"
"[24, 13, 77, 17, 290, 26, 627, 258, 1, 278, 42, 3, 4, 5, 136, 444, 565, 53, 24]","[0, 0, 0, 1]"
"[22, 232, 104, 66, 42, 561, 19, 283, 106]","[0, 0, 1, 1]"
"[522, 466, 1, 230, 121, 4]","[1, 0, 0, 1]"
"[283, 245, 14, 172, 1149, 736, 309, 44, 158, 106, 10, 154, 32, 69, 14, 21, 2, 668, 154, 485, 51, 51, 36, 58, 20]","[1, 0, 0, 1]"
"[134, 44, 19, 123, 35, 193, 204, 20]","[0, 0, 1, 1]"
"[14, 22, 209, 447, 92, 1679, 132]","[0, 0, 1, 1]"
"[6, 11, 1, 3, 4, 138, 6, 78]","[0, 1, 0, 0]"
"[14, 48, 14, 29, 39, 5, 11, 26, 23, 4, 12, 330, 8, 71, 67]","[0, 1, 0, 1]"
"[29, 1, 3, 90, 30, 49, 59, 16, 88, 187]","[1, 0, 0, 1]"
"[25, 8, 125, 326, 294, 20, 116, 5, 22, 21, 25, 8, 701, 26, 76, 22, 69, 7, 36, 58]","[0, 0, 1, 0]"
"[6, 251, 52, 5, 393, 523, 43, 59, 88, 21, 181, 37, 1, 3, 30, 245, 3, 162, 135, 52]","[0, 1, 0, 0]"
"[122, 114, 20, 16, 63, 365, 8, 456, 39, 1641, 34, 52, 63, 141]","[0, 1, 0, 0]"
"[15, 33, 186, 15, 2167, 327, 5, 318, 24]","[0, 0, 1, 0]"
"[4, 71, 155, 73, 22, 12, 57, 38, 137, 39, 31, 62, 61, 4]","[0, 1, 0, 1]"
"[7, 23, 4, 310, 38, 7, 16, 82, 6, 11, 181, 37, 207, 215, 597, 144, 247, 731, 460, 72]","[0, 1, 0, 1]"
"[14, 48, 73, 32, 210, 360, 5, 226]","[0, 1, 0, 1]"
"[14, 86, 405, 189, 313, 10, 1430]","[1, 0, 0, 0]"
"[91, 10, 2, 24, 33, 155, 19, 129, 64, 232, 47, 720, 766, 12, 1, 108, 214, 120, 42, 1432]","[0, 0, 1, 1]"
"[74, 17, 48, 29, 11, 34, 52, 6, 1, 3]","[0, 1, 0, 1]"
"[29, 40, 176, 35, 88, 1, 3, 27, 34, 52, 235, 28]","[0, 1, 0, 0]"
"[81, 36, 24, 242, 75, 203, 334, 54, 47, 170, 91, 295, 12, 326, 390, 89, 61, 126, 19, 230, 1657, 334, 829, 19, 1, 74, 81, 36]","[1, 0, 0, 1]"
"[498, 147, 29, 1, 3, 254, 25, 229, 108, 279, 182, 20]","[0, 0, 1, 0]"
"[16, 192, 9, 43, 4, 75, 203, 111, 89, 365, 1, 83, 224, 262, 95, 98, 2, 233]","[1, 0, 0, 1]"
"[13, 485, 55, 159, 2, 8, 45, 28, 65, 117, 8, 583, 21, 32, 44, 21]","[1, 0, 0, 1]"
"[30, 59, 18, 265, 2168, 245, 8, 3, 19, 193, 272, 307, 222, 181, 29, 38, 1, 3, 27, 19, 1, 10, 43, 272, 104, 307, 222, 8]","[0, 1, 0, 0]"
"[7, 36, 58, 62, 269, 26, 6, 97, 69, 5, 104, 58]","[1, 0, 0, 1]"
"[2, 33, 14, 33, 129, 121, 1476, 558, 81, 36]","[0, 0, 0, 1]"
"[126, 66, 119, 33, 174, 103, 61]","[1, 0, 0, 1]"
"[2, 1, 83, 95, 23, 90, 16, 18, 376, 45, 28, 30, 99, 14]","[1, 0, 0, 1]"
"[22, 15, 178, 47, 70, 45, 6, 15]","[1, 0, 1, 0]"
"[10, 12, 243, 210, 257, 16, 52, 119, 5, 102, 313, 462, 662, 12, 243, 2169, 72]","[0, 1, 0, 0]"
"[41, 1059, 7, 118, 27, 32, 72, 388, 548]","[1, 0, 0, 0]"
"[7, 33, 46, 91, 2, 13, 60, 63, 4, 34, 715, 6, 1, 3, 21]","[0, 0, 0, 1]"
"[4, 232, 122, 226, 134, 91, 1925, 1319]","[0, 0, 0, 1]"
"[7, 166, 303, 24, 89, 107, 31, 18, 276, 5, 718, 5, 24, 37, 1, 3, 32, 72, 641, 305, 153, 189, 26, 542]","[0, 1, 0, 0]"
"[95, 56, 2, 13, 145, 54, 127, 20, 39, 31, 268, 122, 65, 348, 40, 122]","[0, 1, 0, 1]"
"[133, 89, 209, 421, 232, 33, 226, 337]","[0, 0, 0, 1]"
"[14, 17, 2, 129, 43, 12, 46, 4, 25, 19, 1, 10, 42, 3, 53, 13]","[0, 0, 0, 1]"
"[56, 20, 4, 15, 22, 17, 15]","[0, 0, 1, 0]"
"[40, 7, 1, 3, 16, 27, 105, 20, 161, 44, 72, 701, 69, 7, 36, 58]","[1, 0, 0, 0]"
"[132, 32, 810, 2009, 21, 103, 992, 291, 553, 8, 22, 12, 66, 574, 10, 267, 38, 326, 17, 553, 12, 66, 38, 293, 171, 16]","[0, 0, 1, 1]"
"[187, 150, 6, 16, 45, 28, 38, 1, 3, 4, 91, 230]","[1, 0, 0, 1]"
"[1, 3, 90, 229, 152, 30, 6, 16, 19, 52, 102]","[1, 0, 0, 0]"
"[6, 11, 57, 9, 231, 1, 57]","[0, 1, 0, 0]"
"[7, 6, 31, 18, 96, 9, 29, 5, 3, 5, 77, 52, 6, 102]","[0, 1, 0, 0]"
"[70, 45, 19, 70, 257, 228, 86, 80, 9, 70, 17]","[1, 0, 0, 0]"
"[33, 246, 4, 5, 24, 25, 126, 14]","[0, 0, 1, 1]"
"[106, 9, 15, 8, 125, 22]","[0, 0, 1, 1]"
"[51, 36, 58, 60, 2, 14, 17, 1, 87, 40, 41, 258, 12, 64, 428, 12, 68, 84, 1011, 94, 563, 2, 8, 87, 30, 13, 1, 87, 2]","[0, 0, 0, 1]"
"[7, 6, 59, 88, 128, 40, 1, 3, 5, 43, 4, 37, 5, 146, 59, 21, 372, 85]","[0, 1, 0, 0]"
"[29, 27, 40, 24, 27, 2161, 45, 107, 10, 34, 30, 90, 27, 47, 34, 191]","[1, 0, 0, 0]"
"[256, 16, 9, 111, 28, 1, 3, 4]","[1, 0, 0, 0]"
"[105, 125, 67, 2, 8, 5, 197, 21]","[1, 0, 0, 1]"
"[6, 11, 18, 635, 64, 75, 486, 181, 1, 59, 113, 247, 342, 2170]","[0, 1, 0, 1]"
"[2171, 29, 48, 118, 427, 17, 48, 35, 405, 8, 48, 160, 423, 9, 99, 8]","[1, 0, 0, 1]"
"[2, 1286, 23, 31, 16, 20, 114, 1543, 20, 6, 183, 79, 34, 815, 20]","[0, 1, 0, 1]"
"[138, 6, 102, 16, 61, 59, 374, 1, 540]","[0, 1, 0, 0]"
"[274, 1, 311, 180, 31, 18]","[1, 0, 0, 1]"
"[6, 31, 18, 98, 40, 37, 1, 3, 101, 34, 1396, 135, 476, 656, 373, 129, 1, 243, 420]","[0, 1, 0, 0]"
"[38, 51, 135, 23, 31, 88, 34, 222, 9, 40, 550, 41, 101, 307, 222, 8, 1, 10, 1, 186, 13, 39, 85, 6, 5, 115, 47, 92, 1, 10, 13, 73, 193, 101, 307, 953]","[0, 1, 0, 0]"
"[41, 1068, 271, 816, 17, 239, 34, 110, 896]","[1, 0, 0, 0]"
"[631, 2, 62, 98, 285, 28, 131, 213, 231, 23, 101, 1, 3]","[1, 0, 0, 1]"
"[11, 6, 219, 9, 57, 61, 59]","[0, 1, 0, 0]"
"[429, 174, 6, 4, 31, 18, 90, 2, 49, 10, 15, 21]","[0, 1, 1, 1]"
"[15, 33, 111, 86, 629, 20, 26, 10, 15]","[0, 0, 1, 1]"
"[22, 15, 183, 15, 77, 6, 1, 3, 270, 2172]","[0, 0, 1, 1]"
"[14, 22, 12, 100, 15, 259]","[0, 1, 1, 1]"
"[14, 2, 10, 12, 78, 548, 21, 99]","[1, 0, 0, 1]"
"[106, 17, 3, 43, 4, 25, 42, 50, 106, 158]","[0, 0, 1, 1]"
"[79, 50, 40, 208, 30, 99, 248, 14, 521, 30, 6, 16]","[1, 0, 0, 1]"
"[29, 27, 23, 90, 35, 1, 3, 5, 2, 13, 30, 6, 53, 10, 272, 2, 1, 540]","[1, 0, 0, 0]"
"[2, 12, 14, 19, 749, 10, 15, 81, 36, 24, 588, 6, 2173, 128, 10, 4, 179, 65, 162]","[0, 0, 1, 1]"
"[35, 1, 23, 163, 15, 125, 22]","[1, 0, 1, 0]"
"[33, 14, 9, 26, 34, 248, 632, 629, 46, 238, 1, 3, 4]","[1, 0, 0, 1]"
"[7, 568, 184, 11, 29, 6, 1, 3, 11, 265, 792, 30, 71, 226]","[0, 1, 0, 0]"
"[256, 10, 920, 9, 82, 5, 164, 1, 10, 39, 164, 35, 200]","[1, 0, 0, 0]"
"[6, 59, 18, 16, 49, 47, 1, 3, 90, 12, 96]","[0, 1, 0, 0]"
"[2, 13, 6, 14, 9, 143, 40, 1, 10, 3, 5, 149, 1, 143, 39, 10]","[0, 0, 1, 1]"
"[6, 16, 92, 22, 15, 1043, 451, 4, 5, 136, 60, 165, 4, 2174, 2175, 399, 9, 2175, 4, 5, 2085, 12, 1, 10, 15, 26, 16]","[0, 0, 1, 0]"
"[35, 8, 208, 208, 9, 330, 92, 289]","[1, 0, 0, 0]"
"[35, 8, 6, 5, 475, 9, 5, 35, 185, 1, 10, 27, 1, 575]","[1, 0, 0, 0]"
"[29, 88, 59, 1, 10, 38, 1, 3, 176, 88, 32, 72, 101, 85, 176]","[0, 1, 0, 0]"
"[2, 14, 33, 129, 19, 519]","[0, 0, 0, 1]"
"[187, 142, 31, 18, 267, 223, 9, 1, 3, 5, 152]","[1, 0, 0, 1]"
"[78, 259, 15, 19, 126, 189, 1120, 145, 117, 156, 144, 73, 4, 15, 217]","[1, 0, 1, 0]"
"[22, 15, 15, 1, 559, 339]","[0, 0, 1, 0]"
"[14, 19, 359, 86, 7, 246, 19, 33, 337, 22, 25, 415, 7]","[0, 0, 0, 1]"
"[335, 6, 5, 359, 9, 61, 3, 4, 57, 284, 8, 118]","[0, 1, 0, 0]"
"[142, 31, 18, 11, 6, 199, 9, 18, 1, 59]","[0, 1, 0, 0]"
"[23, 31, 18, 57, 9, 235, 28, 2, 45, 55, 85, 48]","[1, 0, 0, 0]"
"[2056, 570, 84, 663, 43, 258, 93, 4, 93, 562, 157, 55, 188, 94, 5, 2, 35, 20, 160]","[0, 0, 0, 1]"
"[160, 14, 26, 3, 71, 22, 1283]","[0, 1, 0, 1]"
"[6, 11, 181, 243, 8, 1, 3, 2176, 180, 98, 31, 18, 140, 1, 83, 47]","[0, 1, 0, 1]"
"[4, 127, 939, 100, 4, 127, 130, 11, 302, 1, 551, 73, 1268, 20, 43, 494, 169, 20, 10]","[0, 1, 0, 1]"
"[2, 13, 166, 129, 137, 41, 3, 64, 224, 179, 12, 193]","[0, 0, 1, 1]"
"[196, 17, 1624, 857, 164, 227, 145, 6, 251, 303, 52, 47, 6, 144, 43, 11, 181, 1, 3, 4, 50, 37, 146, 11, 21, 13, 150, 23, 277, 55, 85]","[0, 1, 0, 1]"
"[191, 527, 53, 18, 57, 9, 45, 368, 79, 4, 267, 1676, 43, 74, 16]","[1, 0, 0, 1]"
"[116, 15, 5, 632, 330, 113, 315, 20, 84, 113, 182]","[0, 0, 1, 0]"
"[2177, 26, 20, 10, 380, 143, 198, 71, 133, 48, 51, 36, 58, 62, 27, 126, 24, 8, 14, 1602, 116, 5, 44, 21]","[1, 0, 1, 0]"
"[1, 3, 286, 327, 77, 52, 61, 30, 3]","[0, 1, 0, 0]"
"[56, 202, 15, 71, 22, 5, 2, 13, 26, 20, 179, 115, 150, 7, 53, 13, 2]","[0, 0, 1, 1]"
"[6, 16, 88, 10, 54, 50, 1423, 332, 1443, 1, 3, 108, 5, 2, 42, 5, 185, 514, 10, 12, 56]","[1, 0, 0, 0]"
"[142, 15, 35, 1, 3, 777, 26, 196, 622, 1, 255, 10, 15, 429]","[1, 0, 0, 0]"
"[33, 230, 41, 4, 93, 5, 136, 280, 54, 247, 253, 50]","[0, 0, 1, 1]"
"[6, 199, 31, 19, 11, 9, 18, 1, 1031, 59]","[0, 1, 0, 0]"
"[85, 48, 6, 31, 12, 391, 205, 1, 3, 5, 34, 31, 21, 12, 205, 140, 1, 3, 34, 47, 1, 83, 17, 349, 162, 17, 227, 51]","[0, 1, 0, 1]"
"[6, 11, 57, 49, 20, 10, 15, 500]","[0, 0, 1, 1]"
"[23, 316, 902, 526, 43, 59, 18, 1013, 40, 1, 3, 27, 30, 62, 3]","[0, 1, 0, 0]"
"[107, 23, 212, 112, 15, 1, 255, 53, 76]","[0, 0, 1, 1]"
"[24, 1, 3, 5, 90, 279, 128, 13, 30, 18, 24, 49, 10, 32, 5, 44]","[1, 0, 0, 1]"
"[29, 142, 5, 115, 35, 12, 6, 7, 53, 1, 3, 5, 4, 121, 590, 30, 135, 6, 7, 53]","[1, 0, 0, 0]"
"[87, 17, 176, 18, 138, 6, 102, 9, 61, 59, 20]","[0, 1, 0, 0]"
"[1, 36, 27, 266, 98, 2, 13, 14, 98, 43, 4, 35, 12, 137, 1, 619, 64, 5, 42]","[0, 0, 0, 1]"
